"entidad";"nombre";"con";"med";"mad";"pro";"tec";"otr";"bnk"
"SAN LUIS POTOSI";"UMF SOLEDAD DE GRACIANO SANCHEZ";11;11;1;3;4;6;0
"SAN LUIS POTOSI";"CHARCO DE LOBO";3;1;1;0;1;0;0
"SAN LUIS POTOSI";"CISAME SAN LUIS POTOSI";4;2;2;7;0;2;0
"SAN LUIS POTOSI";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN LUIS POTOSI";2;0;1;1;0;1;0
"SAN LUIS POTOSI";"SORYD SAN LUIS POTOSI";3;0;1;2;1;1;0
"SAN LUIS POTOSI";"CISAME VALLES";3;0;0;3;0;2;0
"SAN LUIS POTOSI";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CIUDAD VALLES";2;0;0;1;0;1;0
"SAN LUIS POTOSI";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SOLEDAD DE GRACIANO";2;0;1;1;0;1;0
"SAN LUIS POTOSI";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MATEHUALA";2;0;0;1;0;1;0
"SAN LUIS POTOSI";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES RIOVERDE";2;0;0;1;0;0;0
"SAN LUIS POTOSI";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAMAZUNCHALE";2;0;0;1;0;1;0
"SAN LUIS POTOSI";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SALINAS";2;0;0;1;0;1;0
"SAN LUIS POTOSI";"LA MODERNA";2;2;1;0;0;0;0
"SAN LUIS POTOSI";"CENTRO DE SALUD CERRO GORDO";3;3;0;0;0;0;0
"SAN LUIS POTOSI";"TAMAZUNCHALE";7;6;2;3;1;3;0
"SAN LUIS POTOSI";"SAN CRISTOBAL";2;2;0;0;0;0;0
"SAN LUIS POTOSI";"SORID SAN LUIS POTOSI";2;1;0;2;1;1;0
"SAN LUIS POTOSI";"SORID SOLEDAD";2;1;1;2;1;1;0
"SAN LUIS POTOSI";"SORID MATEHUALA";4;0;0;2;1;1;0
"SAN LUIS POTOSI";"SORID SANTA MARIA DEL RIO";4;1;0;2;1;1;0
"SAN LUIS POTOSI";"SORID RIOVERDE";3;1;0;2;1;1;0
"SAN LUIS POTOSI";"SORID CIUDAD VALLES";3;0;0;1;1;2;0
"SAN LUIS POTOSI";"SORID TAMAZUNCHALE";3;0;0;2;1;1;0
"SAN LUIS POTOSI";"CARAVANA TIPO 3 VILLA HIDALGO";2;1;0;0;1;0;0
"SAN LUIS POTOSI";"HUICHIHUAYAN SALUD";3;2;2;0;3;1;0
"SAN LUIS POTOSI";"CARAVANA TIPO 3 VALLES";2;2;0;0;1;0;0
"SAN LUIS POTOSI";"UNIDAD DE MASTOGRAFIA";0;0;0;0;1;0;0
"SAN LUIS POTOSI";"CENTRO DE SALUD LA POLVORA ( EL HUIZACHE)";2;0;1;0;0;0;0
"SAN LUIS POTOSI";"CENTRO DE SALUD VILLA CACTUS";8;5;3;2;1;2;0
"SAN LUIS POTOSI";"UNIDAD ESTATAL DE HEMODIALISIS";0;1;0;1;0;1;0
"SONORA";"CENTRO DE SALUD RURAL ACONCHI";1;0;2;0;0;0;0
"SONORA";"UNIDAD DE DESINTOXICACION AGUA PRIETA";3;4;0;3;1;2;0
"SONORA";"CENTRO DE SALUD RURAL COLONIA MORELOS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BURAPACO";1;0;0;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL CERRO COLORADO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL CHINAL";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL CHINO";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL MAQUIPO";1;0;1;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL MEXIQUILLO";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MOCUZARIT";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LOS MUERTOS";1;0;1;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN BERNARDO";1;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL TABELO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LOS TANQUES";1;0;1;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL TAPIZUELAS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TECHOBAMPO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL ZAPOTE";1;0;1;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL GEROCOA";1;0;0;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL ALTAR";3;2;1;1;2;1;0
"SONORA";"CENTRO DE SALUD RURAL ARIVECHI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TARACHI";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ARIZPE";3;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACANUCHI";1;0;0;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL CHINAPA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SINOQUIPE";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ATIL";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACADEHUACHI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACANORA";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACERAC";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACOACHI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL UNAMICHI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACUM";3;2;0;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL FCO.JAVIER MINA (CAMPO 60)";2;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL 1ERO.  DE MAYO (CAMPO 77)";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN JOSE DE BACUM";3;2;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BANAMICHI";2;0;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BAVIACORA";1;0;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MAZOCAHUI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BAVISPE";2;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN MIGUELITO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BENJAMIN HILL";2;1;1;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL EL DIAMANTE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ORIBE DE ALBA";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD URBANO OBREGON CENTRO";13;22;5;74;28;0;0
"SONORA";"CENTRO DE SALUD URBANO BLOCK 410";8;14;3;3;3;13;0
"SONORA";"CENTRO DE SALUD RURAL COL. ALLENDE";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BUENAVISTA";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL CUAUHTEMOC (CAMPO 5)";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD URBANO ESPERANZA";4;5;2;0;3;3;0
"SONORA";"CENTRO DE SALUD RURAL FCO. I MADERO (CAMPO 30)";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MARTE R.GOMEZ";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MORELOS 1";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL QUECHEHUECA";1;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL 31 DE OCTUBRE (CAMPO 16)";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL PUEBLO YAQUI";3;3;2;0;0;1;0
"SONORA";"CENTRO DE SALUD URBANO CANANEA";8;8;0;0;0;0;0
"SONORA";"UNEME-ENFERMEDADES CRONICAS CANANEA";2;1;0;0;0;6;0
"SONORA";"CENTRO DE SALUD RURAL CARBO";5;2;3;1;3;4;0
"SONORA";"CENTRO DE SALUD RURAL LA COLORADA";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TECORIPA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL CUCURPE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL CUMPAS";4;4;2;1;2;4;0
"SONORA";"CENTRO DE SALUD RURAL LOS HOYOS";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL JECORI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL DIVISADEROS";1;1;0;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL ANTONIO ROSALES";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LA ATRAVEZADA";2;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ETCHOJOA";4;6;2;0;0;6;0
"SONORA";"CENTRO DE SALUD RURAL BACAME NUEVO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACOBAMPO";3;6;2;2;2;4;0
"SONORA";"CENTRO DE SALUD RURAL BASCONCOBE";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LA BOCANA";1;1;1;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL BUAYSIACOBE";3;1;2;1;1;0;0
"SONORA";"CENTRO DE SALUD RURAL CHUCARIT";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL JITONHUECA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MOCORUA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL RODEO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL SAHUARAL";2;2;1;1;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN PEDRO NUEVO";1;0;1;1;0;0;0
"SONORA";"CENTRO DE SALUD RURAL FRONTERAS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ESQUEDA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL GRANADOS";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL FRANCISCO MARQUEZ";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LA MISA";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL POTAM";2;6;3;0;2;3;0
"SONORA";"CENTRO DE SALUD RURAL VICAM";4;6;2;1;0;7;0
"SONORA";"CENTRO AVANZADO DE ATENCION PRIMARIA A LA SALUD";41;39;11;41;13;61;0
"SONORA";"CENTRO ESTATAL DE ONCOLOGIA DR. ERNESTO RIVERA CLAISSE";19;16;0;23;16;73;0
"SONORA";"CAPASITS HERMOSILLO";6;5;2;2;3;4;0
"SONORA";"CENTRO DE SALUD URBANO SANTA ISABEL";1;1;0;0;0;1;0
"SONORA";"CENTRO DE SALUD URBANO CIUDAD DE LOS NIÑOS";1;1;0;1;1;2;0
"SONORA";"CENTRO DE SALUD URBANO PRIMERO HERMOSILLO";1;1;0;2;0;4;0
"SONORA";"CENTRO DE SALUD URBANO LOS OLIVOS";3;2;0;3;1;2;0
"SONORA";"CENTRO DE SALUD URBANO LAS MINITAS";2;1;0;2;1;4;0
"SONORA";"CENTRO DE SALUD URBANO EMILIANO ZAPATA";8;11;9;8;5;23;0
"SONORA";"CENTRO DE SALUD URBANO PROGRESO NORTE";7;13;2;4;14;33;0
"SONORA";"CENTRO DE SALUD URBANO DR. DOMINGO OLIVARES";8;8;2;10;11;24;0
"SONORA";"CENTRO DE SALUD URBANO LOS NARANJOS";6;7;4;2;11;23;0
"SONORA";"CENTRO DE SALUD URBANO SAHUARO";6;11;2;10;9;19;0
"SONORA";"CENTRO DE SALUD URBANO LOMAS DE MADRID";11;24;5;10;8;31;0
"SONORA";"CENTRO DE SALUD RURAL PUNTA CHUECA";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BAHIA DE KINO";3;6;4;0;1;1;0
"SONORA";"CENTRO DE SALUD RURAL MIGUEL ALEMAN";5;9;2;0;0;22;0
"SONORA";"CENTRO DE SALUD RURAL PLAN DE AYALA";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN PEDRO EL SAUCITO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LA VICTORIA";1;0;1;0;0;2;0
"SONORA";"CENTRO DE SALUD RURAL HUACHINERA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ARIBABI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL HUASABAS";1;1;1;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL LAS BOCAS";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL CARO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL CITAVARO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LA ESQUINA";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL FRANCISCO SARABIA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TTE. JUAN DE LA BARRERA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL JUPARE";1;0;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ETCHOROPO";2;0;1;1;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MELCHOR OCAMPO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MORONCARIT";1;0;1;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL LAS PARRAS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL POZO DULCE";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL VENUSTIANO CARRANZA";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL YAVARITOS";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL YAVAROS";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EJ. 10 DE ABRIL";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL HUEPAC";1;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL IMURIS";2;1;1;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL TERRENATE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN IGNACIO DE LOYOLA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MAZATAN";2;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL NACO";2;2;1;0;0;2;0
"SONORA";"CENTRO DE SALUD RURAL NACORI CHICO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MESA DE 3 RIOS";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL NACOZARI DE GARCIA";2;3;1;0;0;3;0
"SONORA";"CENTRO DE SALUD URBANO NAVOJOA";8;6;4;0;13;36;0
"SONORA";"CENTRO DE SALUD RURAL CAMOA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL FUNDICION";1;0;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MASIACA";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL NACHUQUIS";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL COMISARIA ROSALES";2;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN JOSE MASIACA";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TESIA";1;1;2;0;2;0;0
"SONORA";"CENTRO DE SALUD RURAL TETAPECHE";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAPOMORA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL BACABACHI";2;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL LOS BUAYUMS";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SANTA MARIA DEL BUARAJE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN IGNACIO COHUIRIMPO";2;3;1;2;0;0;0
"SONORA";"UNIDAD DE DESINTOXICACION DE NOGALES";4;3;0;2;2;2;0
"SONORA";"CENTRO DE SALUD RURAL CIBUTA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ONAVAS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL OPODEPE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL QUEROBABI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL OQUITOA";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL PITIQUITO";2;1;1;0;0;3;0
"SONORA";"CENTRO DE SALUD RURAL DESEMBOQUE DE LOS SERIS";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL FELIX GOMEZ";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL PUERTO LIBERTAD";2;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD URBANO PUERTO PEÑASCO";8;7;2;2;6;13;0
"SONORA";"CENTRO DE SALUD RURAL QUIRIEGO";3;2;2;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL BATACOSA";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TEPAHUI";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL RAYON";1;0;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ROSARIO  TESOPACO";2;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL NURI";1;0;1;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL SAHUARIPA";3;3;0;1;4;9;0
"SONORA";"CENTRO DE SALUD RURAL VALLE DE TACUPETO";0;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN FELIPE DE JESUS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN JAVIER";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL GOLFO SANTA CLARA";2;0;2;0;2;0;0
"SONORA";"CENTRO DE SALUD RURAL LUIS B. SANCHEZ";2;2;3;1;1;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN MIGUEL DE HORCASITAS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL ESTACION PESQUEIRA";6;7;1;2;0;2;0
"SONORA";"CENTRO DE SALUD RURAL SAN PEDRO DE LA CUEVA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD CON HOSPITAL SANTA ANA";8;10;1;1;7;14;0
"SONORA";"CENTRO DE SALUD RURAL ESTACION LLANO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SANTA CRUZ";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MIGUEL HIDALGO (SAN LAZARO)";1;1;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SARIC";2;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SASABE";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SOYOPA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN ANTONIO DE LA HUERTA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TONICHI";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SUAQUI GRANDE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TEPACHE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TRINCHERAS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL PUEBLO NUEVO ( NVO OCUCA)";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL TUBUTAMA";1;1;0;0;0;0;0
"SONORA";"CASA DE SALUD LA SANGRE";1;0;0;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL PUEBLO DE ALAMOS";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL RANCHO VIEJO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL VILLA HIDALGO";1;1;0;0;1;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN JUAN DEL RIO";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL VILLA PESQUEIRA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL NACORI GRANDE";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL YECORA";1;1;2;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL MAYCOBA";1;0;4;0;0;2;0
"SONORA";"CENTRO DE SALUD RURAL SANTA ROSA";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SONOYTA";5;8;4;1;2;7;0
"SONORA";"CENTRO DE SALUD RURAL JECOPACO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD  RURAL PAREDON COLORADO";2;2;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL SAN IGNACIO RIO MUERTO";4;3;0;0;0;1;0
"SONORA";"CENTRO DE SALUD RURAL AGIABAMPO 1";1;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL FCO. MIGUEL CARDENAS V. (MASCAREÑAS)";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL PLUTARCO ELIAS CALLES (LA Y GRIEGA)";1;1;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL CLARO";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL IGNACIO ZARAGOZA";1;0;1;0;0;0;0
"SONORA";"CASA DE SALUD COBACHI";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD SAN JOSE DE PIMAS";0;0;0;0;0;0;0
"SONORA";"CASA DE SALUD ESTACION TORRES";1;0;0;0;0;1;0
"SONORA";"CENTRO DE SALUD EL TAZAJAL";1;0;1;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL CHOYUDO";1;0;1;0;0;0;0
"SONORA";"CASA DE SALUD SAN JUANICO";1;0;0;0;0;1;0
"SONORA";"CENTRO DE SALUD MOLINO DE CAMOU";1;0;0;0;0;2;0
"SONORA";"CENTRO DE SALUD RURAL MESA DEL SERI";1;0;1;0;0;0;0
"SONORA";"CASA DE SALUD LIC. ALEJANDRO CARRILLO MARCOR";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD FABRICA DE LOS ANGELES";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD PUEBLO NUEVO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD NUEVO TEPUPA";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD SAN JOSE DE BATUC";0;0;0;0;0;0;0
"SONORA";"CENTRO DE SALUD RURAL EL NOVILLO";1;1;1;0;0;0;0
"SONORA";"CASA DE SALUD REBEICO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD ADIVINO";0;0;0;0;0;0;0
"SONORA";"CASA DE SALUD LA ESTANCIA";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD SUAQUI DE BAVIACORA";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD MERESICHIC";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD SANTA ROSALIA";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD BAMORI";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD EL ENCINAL";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD MESA DEL CUAJARI";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD DESEMBOQUE";1;0;0;0;1;0;0
"SONORA";"CASA DE SALUD SAN PEDRO";1;0;0;0;1;0;0
"SONORA";"CASA DE SALUD MEXICO SESENTA Y OCHO";1;0;0;0;1;0;0
"SONORA";"CASA DE SALUD LA REFORMA";1;0;0;0;1;0;0
"SONORA";"CASA DE SALUD LA CEBOLLA";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD SAN LORENZO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD EL COYOTILLO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD SAN DIEGO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD ESTACION CUMERAL";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD LA MESA";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD LOS JANOS";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD ADOLFO RUIZ CORTINES";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD KILOMETRO CUARENTA Y SIETE";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD TAMICHOPA";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD TAJIMAROA";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD BATACONCICA";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD SANTA MARIA";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD URSULO GALVAN";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD SAN FERNANDO";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD CHUMAMPACO";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD FELIPE ANGELES";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD MARIANO ESCOBEDO";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD ESTACION OROZ";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD PITAHAYA (BELEM)";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD TORIM";1;0;0;0;1;0;0
"SONORA";"CASA DE SALUD EL YAQUI";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD GRACIANO SANCHEZ";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD VICAM PUEBLO";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD HUIRIBIS";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD RAHUM";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD GUASIMITAS";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD LAZARO CARDENAS";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD BAHIA DE LOBOS (YAQUIS)";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD TETABIATE";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD CABORA";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD CUBA";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD MOVAS";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD LOS PAREDONES";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD SANTA ANA";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD CONCEPCION";1;0;0;0;0;0;0
"SONORA";"CASA DE SALUD BAYAJORIT";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD BAYNORILLO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD SEBAMPO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD LAS MAYAS";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD AGIABAMPO";1;0;0;0;0;1;0
"SONORA";"CASA DE SALUD RANCHO CAMARGO";1;0;0;0;0;1;0
